person_id,email,event_name,campaign_name,event_timestamp
KL-16466,aiko.garcia59@example.com,Clicked Email,New Arrivals,2026-05-25T10:46:00Z
KL-63978,sara.sharma53@yahoo.com,Opened Email,Loyalty Perks,2026-04-06T18:10:00Z
KL-35910,emma.chen12@outlook.com,Opened Email,New Arrivals,2026-03-17T19:50:00Z
KL-41448,ethan.smith60@example.com,Clicked Email,Summer Sale,2026-02-28T16:06:00Z
KL-14923,zoe.sharma92@example.com,Clicked Email,Loyalty Perks,2026-03-01T20:31:00Z
KL-1204,olivia.martin71@yahoo.com,Opened Email,Winter Clearance,2026-07-18T10:01:00Z
KL-38947,lucas.obrien21@gmail.com,Clicked Email,Winter Clearance,2026-07-22T09:52:00Z
KL-24259,aiko.chen36@hotmail.com,Opened Email,Summer Sale,2026-02-10T20:39:00Z
KL-60272,tom.gonzalez61@hotmail.com,Opened Email,Summer Sale,2026-04-20T15:10:00Z
KL-49528,noah.martin24@gmail.com,Opened Email,Loyalty Perks,2026-05-08T08:50:00Z
KL-19096,james.anand19@gmail.com,Opened Email,Loyalty Perks,2026-02-13T09:05:00Z
KL-66128,nina.lopez69@example.com,Opened Email,Winter Clearance,2026-01-11T10:12:00Z
KL-95238,lucas.khan54@outlook.com,Opened Email,New Arrivals,2026-03-20T06:52:00Z
KL-12083,emma.khan20@hotmail.com,Unsubscribed,Summer Sale,2026-02-26T13:28:00Z
KL-77537,zoe.johnson65@yahoo.com,Opened Email,Summer Sale,2026-05-09T04:44:00Z
KL-7680,david.novak38@outlook.com,Opened Email,Loyalty Perks,2026-07-26T02:02:00Z
KL-85679,ethan.johnson9@yahoo.com,Clicked Email,New Arrivals,2026-04-13T19:33:00Z
KL-84754,mia.sharma62@yahoo.com,Unsubscribed,Summer Sale,2026-05-24T04:48:00Z
KL-84185,priya.tanaka50@example.com,Opened Email,Loyalty Perks,2026-03-05T07:54:00Z
KL-28710,priya.chen69@example.com,Clicked Email,Winter Clearance,2026-02-05T10:35:00Z
KL-6459,lucas.lee46@gmail.com,Clicked Email,Winter Clearance,2026-01-11T18:32:00Z
KL-7684,tom.gonzalez18@outlook.com,Unsubscribed,Winter Clearance,2026-03-10T05:08:00Z
KL-53654,emma.sharma58@gmail.com,Clicked Email,Loyalty Perks,2026-06-22T08:34:00Z
KL-33818,raj.khan32@yahoo.com,Clicked Email,Winter Clearance,2026-03-26T10:50:00Z
KL-55014,arjun.tanaka73@outlook.com,Opened Email,New Arrivals,2026-05-05T09:39:00Z
KL-51930,noah.gonzalez60@outlook.com,Opened Email,Winter Clearance,2026-03-01T04:59:00Z
KL-25928,chen.obrien3@outlook.com,Opened Email,Summer Sale,2026-02-26T09:23:00Z
KL-66024,priya.lee36@yahoo.com,Opened Email,New Arrivals,2026-01-08T04:41:00Z
KL-77704,noah.chen65@outlook.com,Opened Email,Loyalty Perks,2026-07-11T02:13:00Z
KL-92581,liam.martin2@gmail.com,Clicked Email,Loyalty Perks,2026-04-02T16:13:00Z
KL-5860,maria.sharma33@example.com,Clicked Email,New Arrivals,2026-06-04T09:19:00Z
KL-39975,chen.costa48@example.com,Clicked Email,Winter Clearance,2026-05-20T22:31:00Z
KL-96503,mia.obrien73@example.com,Unsubscribed,New Arrivals,2026-04-15T20:50:00Z
KL-4599,ethan.kim31@outlook.com,Opened Email,Winter Clearance,2026-02-24T00:08:00Z
KL-27384,liam.gonzalez90@outlook.com,Opened Email,Loyalty Perks,2026-03-07T02:33:00Z
KL-19125,ethan.patel14@yahoo.com,Opened Email,Summer Sale,2026-06-05T06:53:00Z
KL-75458,noah.smith32@gmail.com,Opened Email,New Arrivals,2026-05-05T20:00:00Z
KL-72623,nina.chen29@gmail.com,Opened Email,Summer Sale,2026-01-13T23:00:00Z
KL-19304,fatima.lopez46@hotmail.com,Opened Email,Winter Clearance,2026-03-16T05:13:00Z
KL-5009,arjun.ali76@example.com,Unsubscribed,Loyalty Perks,2026-01-18T05:49:00Z
KL-59264,arjun.lopez47@gmail.com,Clicked Email,Summer Sale,2026-06-15T05:50:00Z
KL-46069,aiko.chen92@outlook.com,Clicked Email,Winter Clearance,2026-04-11T08:47:00Z
KL-55031,priya.lopez88@outlook.com,Opened Email,Winter Clearance,2026-02-13T04:55:00Z
KL-66210,zoe.khan1@example.com,Opened Email,Loyalty Perks,2026-02-20T02:32:00Z
KL-32634,ethan.tanaka24@hotmail.com,Unsubscribed,Winter Clearance,2026-06-18T07:46:00Z
KL-40308,nina.obrien52@outlook.com,Clicked Email,Summer Sale,2026-05-28T05:45:00Z
KL-4599,ethan.kim31@outlook.com,Opened Email,Winter Clearance,2026-02-03T14:43:00Z
KL-35891,mia.novak13@hotmail.com,Opened Email,Winter Clearance,2026-07-23T23:13:00Z
KL-60946,sara.obrien95@yahoo.com,Opened Email,Summer Sale,2026-03-06T05:09:00Z
KL-82183,nina.johnson4@gmail.com,Opened Email,Winter Clearance,2026-02-04T23:27:00Z
KL-92581,liam.martin2@gmail.com,Clicked Email,Summer Sale,2026-06-10T07:35:00Z
KL-2285,aiko.kim87@example.com,Opened Email,New Arrivals,2026-02-11T20:23:00Z
KL-29965,chen.brown68@hotmail.com,Opened Email,New Arrivals,2026-03-18T09:17:00Z
KL-7577,zoe.smith19@hotmail.com,Opened Email,Winter Clearance,2026-06-21T14:47:00Z
KL-34079,priya.lopez89@example.com,Unsubscribed,New Arrivals,2026-02-26T12:18:00Z
KL-83073,aiko.tanaka29@outlook.com,Opened Email,Loyalty Perks,2026-03-28T08:36:00Z
KL-52207,maria.obrien12@outlook.com,Unsubscribed,Summer Sale,2026-02-15T19:52:00Z
KL-47743,james.brown7@yahoo.com,Unsubscribed,Summer Sale,2026-02-19T05:28:00Z
KL-88432,raj.khan35@outlook.com,Opened Email,Summer Sale,2026-03-08T21:57:00Z
KL-49697,maria.lopez14@yahoo.com,Unsubscribed,Winter Clearance,2026-06-04T06:31:00Z
KL-1343,tom.kim71@example.com,Clicked Email,New Arrivals,2026-05-18T16:15:00Z
KL-6955,fatima.obrien66@yahoo.com,Opened Email,Summer Sale,2026-07-22T03:08:00Z
KL-51930,noah.gonzalez60@outlook.com,Clicked Email,Winter Clearance,2026-06-26T23:55:00Z
KL-28864,ethan.lopez27@gmail.com,Opened Email,New Arrivals,2026-01-02T08:48:00Z
KL-48198,lucas.gonzalez89@yahoo.com,Unsubscribed,Winter Clearance,2026-05-17T16:55:00Z
KL-29191,lucas.martin0@yahoo.com,Unsubscribed,Loyalty Perks,2026-06-07T22:47:00Z
KL-42198,lucas.kim78@example.com,Clicked Email,Loyalty Perks,2026-02-08T20:34:00Z
KL-36009,aiko.gonzalez7@example.com,Opened Email,Summer Sale,2026-02-01T08:19:00Z
KL-62910,nina.novak23@hotmail.com,Clicked Email,Summer Sale,2026-07-19T18:20:00Z
KL-39631,zoe.gonzalez56@gmail.com,Unsubscribed,Summer Sale,2026-03-27T05:13:00Z
KL-62664,arjun.sharma81@hotmail.com,Opened Email,Summer Sale,2026-07-05T20:36:00Z
KL-67004,arjun.patel85@gmail.com,Clicked Email,Summer Sale,2026-01-10T06:30:00Z
KL-76091,olivia.kim44@hotmail.com,Opened Email,Summer Sale,2026-05-27T06:58:00Z
KL-92581,liam.martin2@gmail.com,Clicked Email,Winter Clearance,2026-01-07T21:37:00Z
KL-78537,david.lee61@outlook.com,Opened Email,Summer Sale,2026-02-13T01:40:00Z
KL-91810,liam.costa77@yahoo.com,Opened Email,Summer Sale,2026-02-06T03:55:00Z
KL-41448,ethan.smith60@example.com,Unsubscribed,Winter Clearance,2026-04-25T21:08:00Z
KL-28864,ethan.lopez27@gmail.com,Opened Email,Summer Sale,2026-01-04T12:25:00Z
KL-98639,tom.khan53@hotmail.com,Opened Email,New Arrivals,2026-01-04T19:46:00Z
KL-37544,mia.ali16@example.com,Unsubscribed,New Arrivals,2026-06-11T21:47:00Z
KL-21444,aiko.sharma76@gmail.com,Unsubscribed,New Arrivals,2026-02-20T23:46:00Z
KL-97890,arjun.novak12@gmail.com,Opened Email,Loyalty Perks,2026-05-07T13:24:00Z
KL-59041,zoe.johnson75@yahoo.com,Opened Email,Summer Sale,2026-06-06T14:41:00Z
KL-10539,arjun.kim49@gmail.com,Opened Email,Summer Sale,2026-02-25T09:11:00Z
KL-81953,arjun.brown51@yahoo.com,Opened Email,Loyalty Perks,2026-01-26T17:43:00Z
KL-63300,maria.wilson8@example.com,Opened Email,Loyalty Perks,2026-07-01T18:42:00Z
KL-89685,aiko.smith70@example.com,Opened Email,New Arrivals,2026-05-10T12:08:00Z
KL-77568,arjun.brown8@yahoo.com,Opened Email,Loyalty Perks,2026-03-24T12:53:00Z
KL-97244,emma.johnson50@yahoo.com,Opened Email,Summer Sale,2026-07-07T22:42:00Z
KL-29191,lucas.martin0@yahoo.com,Clicked Email,New Arrivals,2026-07-23T18:31:00Z
KL-46069,aiko.chen92@outlook.com,Opened Email,Summer Sale,2026-02-15T03:09:00Z
KL-76091,olivia.kim44@hotmail.com,Opened Email,Winter Clearance,2026-03-18T10:34:00Z
KL-27384,liam.gonzalez90@outlook.com,Clicked Email,Loyalty Perks,2026-07-05T06:54:00Z
KL-41368,zoe.tanaka13@hotmail.com,Opened Email,Summer Sale,2026-06-25T04:01:00Z
KL-69869,james.ali72@example.com,Unsubscribed,Summer Sale,2026-04-04T11:39:00Z
KL-50825,ethan.khan82@yahoo.com,Unsubscribed,New Arrivals,2026-05-16T08:03:00Z
KL-67004,arjun.patel85@gmail.com,Opened Email,Winter Clearance,2026-06-24T02:27:00Z
KL-39144,lucas.ali24@outlook.com,Opened Email,Winter Clearance,2026-02-05T04:55:00Z
KL-71724,ethan.kim47@yahoo.com,Opened Email,Loyalty Perks,2026-03-09T05:52:00Z
KL-16466,aiko.garcia59@example.com,Opened Email,New Arrivals,2026-06-23T09:02:00Z
KL-76560,nina.brown30@yahoo.com,Opened Email,Summer Sale,2026-01-20T11:58:00Z
KL-61970,priya.patel13@example.com,Unsubscribed,Winter Clearance,2026-03-14T09:39:00Z
KL-29202,zoe.garcia33@gmail.com,Clicked Email,Winter Clearance,2026-05-22T11:23:00Z
KL-39975,chen.costa48@example.com,Clicked Email,New Arrivals,2026-02-09T15:53:00Z
KL-95238,lucas.khan54@outlook.com,Opened Email,Loyalty Perks,2026-04-14T00:07:00Z
KL-44113,james.wilson22@yahoo.com,Opened Email,Summer Sale,2026-07-26T16:07:00Z
KL-19096,james.anand19@gmail.com,Opened Email,Summer Sale,2026-07-24T13:35:00Z
KL-83892,sara.kim20@gmail.com,Opened Email,Winter Clearance,2026-04-09T02:31:00Z
KL-50825,ethan.khan82@yahoo.com,Clicked Email,Summer Sale,2026-05-01T16:06:00Z
KL-52207,maria.obrien12@outlook.com,Clicked Email,Winter Clearance,2026-01-05T18:01:00Z
KL-7021,aiko.martin77@hotmail.com,Opened Email,Loyalty Perks,2026-06-02T14:05:00Z
KL-17461,james.lopez3@hotmail.com,Opened Email,Winter Clearance,2026-04-04T07:03:00Z
KL-89241,david.novak42@yahoo.com,Opened Email,Loyalty Perks,2026-01-02T09:23:00Z
KL-31192,mia.gonzalez77@hotmail.com,Opened Email,Winter Clearance,2026-03-07T12:11:00Z
KL-9955,fatima.anand58@outlook.com,Opened Email,Summer Sale,2026-01-19T13:11:00Z
KL-67994,priya.brown81@yahoo.com,Clicked Email,Winter Clearance,2026-04-23T13:38:00Z
KL-97908,raj.costa32@hotmail.com,Unsubscribed,Summer Sale,2026-02-04T17:00:00Z
KL-61057,noah.patel73@hotmail.com,Opened Email,New Arrivals,2026-05-13T05:52:00Z
KL-6459,lucas.lee46@gmail.com,Unsubscribed,Loyalty Perks,2026-07-14T12:27:00Z
KL-46069,aiko.chen92@outlook.com,Opened Email,Summer Sale,2026-03-19T02:33:00Z
KL-23299,olivia.sharma26@gmail.com,Opened Email,Winter Clearance,2026-01-02T01:17:00Z
KL-35910,emma.chen12@outlook.com,Clicked Email,Winter Clearance,2026-01-10T10:40:00Z
KL-46227,noah.wilson10@yahoo.com,Opened Email,Summer Sale,2026-07-04T01:28:00Z
KL-46227,noah.wilson10@yahoo.com,Unsubscribed,Winter Clearance,2026-01-09T01:01:00Z
KL-63813,chen.ali92@hotmail.com,Opened Email,New Arrivals,2026-05-25T17:04:00Z
KL-67004,arjun.patel85@gmail.com,Opened Email,Summer Sale,2026-03-08T21:45:00Z
KL-29202,zoe.garcia33@gmail.com,Clicked Email,New Arrivals,2026-01-09T19:38:00Z
KL-33447,mia.martin62@gmail.com,Opened Email,Loyalty Perks,2026-06-27T19:52:00Z
KL-49629,david.obrien60@yahoo.com,Clicked Email,Winter Clearance,2026-06-08T20:04:00Z
KL-37241,emma.novak4@hotmail.com,Unsubscribed,Winter Clearance,2026-06-04T13:24:00Z
KL-73456,noah.ali17@example.com,Opened Email,Summer Sale,2026-04-13T03:09:00Z
KL-35891,mia.novak13@hotmail.com,Unsubscribed,Loyalty Perks,2026-01-16T15:36:00Z
KL-229,liam.costa39@yahoo.com,Opened Email,New Arrivals,2026-07-06T10:27:00Z
KL-85248,arjun.tanaka93@gmail.com,Opened Email,Loyalty Perks,2026-05-19T03:39:00Z
KL-6603,nina.brown34@outlook.com,Opened Email,Summer Sale,2026-06-27T08:10:00Z
KL-25031,zoe.novak26@gmail.com,Opened Email,Summer Sale,2026-02-15T01:32:00Z
KL-83808,raj.sharma41@gmail.com,Opened Email,Summer Sale,2026-01-14T01:53:00Z
KL-7006,tom.martin81@outlook.com,Opened Email,Loyalty Perks,2026-01-28T17:51:00Z
KL-91665,lucas.johnson42@outlook.com,Opened Email,Loyalty Perks,2026-06-23T19:36:00Z
KL-95859,olivia.gonzalez68@outlook.com,Unsubscribed,New Arrivals,2026-01-03T14:01:00Z
KL-55404,nina.obrien83@hotmail.com,Opened Email,Summer Sale,2026-07-27T02:34:00Z
KL-62609,liam.patel10@gmail.com,Opened Email,Loyalty Perks,2026-05-05T05:48:00Z
KL-60272,tom.gonzalez61@hotmail.com,Unsubscribed,Loyalty Perks,2026-05-17T23:59:00Z
KL-27898,raj.wilson22@outlook.com,Unsubscribed,Loyalty Perks,2026-04-01T17:11:00Z
KL-42764,fatima.smith31@yahoo.com,Opened Email,Loyalty Perks,2026-05-02T13:30:00Z
KL-27332,nina.wilson66@example.com,Unsubscribed,Summer Sale,2026-07-27T05:53:00Z
KL-90271,priya.anand96@example.com,Clicked Email,Summer Sale,2026-03-20T12:05:00Z
KL-27997,arjun.gonzalez3@yahoo.com,Opened Email,New Arrivals,2026-05-16T21:52:00Z
KL-95955,raj.ali11@outlook.com,Opened Email,New Arrivals,2026-05-22T13:35:00Z
KL-38926,zoe.khan64@outlook.com,Opened Email,Winter Clearance,2026-06-25T12:37:00Z
KL-90767,tom.lee52@example.com,Unsubscribed,Summer Sale,2026-03-02T18:22:00Z
KL-83892,sara.kim20@gmail.com,Opened Email,Loyalty Perks,2026-07-03T18:27:00Z
KL-61124,lucas.gonzalez57@outlook.com,Clicked Email,Winter Clearance,2026-01-16T17:41:00Z
KL-76560,nina.brown30@yahoo.com,Opened Email,Winter Clearance,2026-03-22T22:35:00Z
KL-80178,david.martin91@gmail.com,Opened Email,Loyalty Perks,2026-06-13T11:06:00Z
KL-71141,chen.kim10@gmail.com,Unsubscribed,Winter Clearance,2026-02-10T20:02:00Z
KL-81361,noah.johnson18@hotmail.com,Clicked Email,Loyalty Perks,2026-07-20T12:24:00Z
KL-13895,ethan.lee85@outlook.com,Opened Email,Loyalty Perks,2026-05-14T00:17:00Z
KL-88928,nina.chen37@gmail.com,Opened Email,New Arrivals,2026-01-15T00:09:00Z
KL-1827,tom.garcia93@yahoo.com,Clicked Email,Summer Sale,2026-04-05T05:59:00Z
KL-38988,priya.costa85@gmail.com,Opened Email,Winter Clearance,2026-03-18T17:08:00Z
KL-81509,tom.gonzalez0@yahoo.com,Opened Email,Loyalty Perks,2026-05-13T17:44:00Z
KL-33447,mia.martin62@gmail.com,Opened Email,Summer Sale,2026-04-05T08:25:00Z
KL-21606,liam.brown51@gmail.com,Opened Email,Winter Clearance,2026-05-19T02:27:00Z
KL-54389,ethan.obrien11@example.com,Opened Email,Summer Sale,2026-03-03T06:53:00Z
KL-61124,lucas.gonzalez57@outlook.com,Opened Email,Loyalty Perks,2026-06-25T19:40:00Z
KL-66636,olivia.gonzalez55@outlook.com,Opened Email,New Arrivals,2026-06-14T03:14:00Z
KL-97890,arjun.novak12@gmail.com,Unsubscribed,Winter Clearance,2026-01-11T05:15:00Z
KL-44113,james.wilson22@yahoo.com,Opened Email,Loyalty Perks,2026-05-17T03:25:00Z
KL-61057,noah.patel73@hotmail.com,Opened Email,New Arrivals,2026-03-09T09:31:00Z
KL-60546,lucas.obrien74@hotmail.com,Opened Email,Summer Sale,2026-05-04T13:20:00Z
KL-46944,ethan.lopez41@yahoo.com,Opened Email,New Arrivals,2026-06-10T08:01:00Z
KL-19304,fatima.lopez46@hotmail.com,Clicked Email,Winter Clearance,2026-07-03T15:48:00Z
KL-93543,maria.ali88@yahoo.com,Unsubscribed,Summer Sale,2026-07-17T04:44:00Z
KL-8933,liam.brown35@outlook.com,Opened Email,Summer Sale,2026-07-13T14:53:00Z
KL-17790,mia.tanaka88@gmail.com,Opened Email,Summer Sale,2026-03-03T14:17:00Z
KL-81612,tom.sharma17@outlook.com,Opened Email,New Arrivals,2026-07-11T19:11:00Z
KL-36009,aiko.gonzalez7@example.com,Clicked Email,Loyalty Perks,2026-05-14T19:42:00Z
KL-23648,david.obrien81@yahoo.com,Opened Email,Winter Clearance,2026-06-20T17:28:00Z
KL-82039,david.lopez62@hotmail.com,Clicked Email,Loyalty Perks,2026-06-28T02:20:00Z
KL-15924,mia.ali77@outlook.com,Opened Email,Loyalty Perks,2026-07-22T01:07:00Z
KL-53870,nina.novak63@example.com,Opened Email,New Arrivals,2026-01-28T21:49:00Z
KL-84185,priya.tanaka50@example.com,Clicked Email,New Arrivals,2026-06-13T22:02:00Z
KL-32455,olivia.patel82@outlook.com,Opened Email,Summer Sale,2026-04-03T13:43:00Z
KL-62664,arjun.sharma81@hotmail.com,Opened Email,New Arrivals,2026-07-20T17:48:00Z
KL-39451,priya.anand6@hotmail.com,Clicked Email,New Arrivals,2026-04-11T07:26:00Z
KL-90051,olivia.lee72@yahoo.com,Opened Email,Summer Sale,2026-05-19T08:20:00Z
KL-60888,arjun.novak93@yahoo.com,Opened Email,Winter Clearance,2026-04-01T01:01:00Z
KL-59867,maria.brown13@yahoo.com,Opened Email,New Arrivals,2026-03-17T18:16:00Z
KL-63676,maria.novak91@example.com,Opened Email,Loyalty Perks,2026-04-13T21:55:00Z
KL-89840,emma.chen43@outlook.com,Clicked Email,Winter Clearance,2026-04-14T01:20:00Z
KL-97244,emma.johnson50@yahoo.com,Clicked Email,Loyalty Perks,2026-02-01T09:20:00Z
KL-69453,olivia.khan22@outlook.com,Clicked Email,Winter Clearance,2026-07-15T10:34:00Z
KL-186,noah.brown14@hotmail.com,Unsubscribed,Loyalty Perks,2026-07-11T07:12:00Z
KL-98639,tom.khan53@hotmail.com,Opened Email,Winter Clearance,2026-02-08T11:16:00Z
KL-92581,liam.martin2@gmail.com,Clicked Email,Winter Clearance,2026-07-05T20:11:00Z
KL-39451,priya.anand6@hotmail.com,Clicked Email,Loyalty Perks,2026-06-10T01:06:00Z
KL-9599,ethan.tanaka9@yahoo.com,Clicked Email,Loyalty Perks,2026-02-02T00:44:00Z
KL-80837,emma.tanaka54@outlook.com,Clicked Email,New Arrivals,2026-07-06T03:11:00Z
KL-91810,liam.costa77@yahoo.com,Opened Email,New Arrivals,2026-07-26T14:27:00Z
KL-84185,priya.tanaka50@example.com,Unsubscribed,Loyalty Perks,2026-04-05T10:39:00Z
KL-78774,olivia.khan34@hotmail.com,Clicked Email,Summer Sale,2026-01-03T05:17:00Z
KL-90051,olivia.lee72@yahoo.com,Opened Email,Summer Sale,2026-03-28T16:52:00Z
KL-95281,raj.smith31@example.com,Clicked Email,Summer Sale,2026-01-25T17:00:00Z
KL-66636,olivia.gonzalez55@outlook.com,Unsubscribed,Winter Clearance,2026-04-23T15:35:00Z
KL-77704,noah.chen65@outlook.com,Opened Email,Summer Sale,2026-02-19T19:56:00Z
KL-61497,tom.ali86@gmail.com,Unsubscribed,Summer Sale,2026-07-09T14:08:00Z
KL-5009,arjun.ali76@example.com,Clicked Email,Loyalty Perks,2026-07-06T20:51:00Z
KL-12367,arjun.smith23@hotmail.com,Opened Email,New Arrivals,2026-06-04T05:03:00Z
KL-56010,aiko.anand7@example.com,Opened Email,New Arrivals,2026-06-25T15:21:00Z
KL-93082,priya.wilson19@example.com,Clicked Email,Loyalty Perks,2026-06-19T23:24:00Z
KL-43136,chen.tanaka94@yahoo.com,Opened Email,Winter Clearance,2026-05-12T20:10:00Z
KL-78787,emma.ali91@gmail.com,Opened Email,New Arrivals,2026-03-05T03:42:00Z
KL-80178,david.martin91@gmail.com,Opened Email,Loyalty Perks,2026-03-12T08:03:00Z
KL-37544,mia.ali16@example.com,Clicked Email,Loyalty Perks,2026-03-21T11:18:00Z
KL-61151,zoe.brown42@yahoo.com,Unsubscribed,Loyalty Perks,2026-06-05T06:54:00Z
KL-67875,mia.novak39@hotmail.com,Opened Email,New Arrivals,2026-02-05T22:28:00Z
KL-93497,ethan.lee49@outlook.com,Unsubscribed,Summer Sale,2026-04-15T12:48:00Z
KL-93338,james.patel8@outlook.com,Opened Email,Loyalty Perks,2026-06-21T21:47:00Z
KL-67004,arjun.patel85@gmail.com,Unsubscribed,New Arrivals,2026-01-07T17:34:00Z
KL-30959,emma.brown0@gmail.com,Opened Email,Summer Sale,2026-04-12T22:00:00Z
KL-8375,ethan.anand44@hotmail.com,Opened Email,Summer Sale,2026-05-26T12:15:00Z
KL-93338,james.patel8@outlook.com,Opened Email,Loyalty Perks,2026-03-23T20:12:00Z
KL-37544,mia.ali16@example.com,Clicked Email,New Arrivals,2026-03-24T17:32:00Z
KL-30532,liam.chen76@hotmail.com,Opened Email,Loyalty Perks,2026-05-08T10:54:00Z
KL-83892,sara.kim20@gmail.com,Opened Email,Summer Sale,2026-01-28T22:50:00Z
KL-5860,maria.sharma33@example.com,Opened Email,Summer Sale,2026-06-28T12:28:00Z
KL-79271,lucas.gonzalez48@yahoo.com,Opened Email,Summer Sale,2026-07-14T11:11:00Z
KL-4051,zoe.patel45@gmail.com,Opened Email,Loyalty Perks,2026-06-12T08:16:00Z
KL-39144,lucas.ali24@outlook.com,Opened Email,New Arrivals,2026-07-18T11:44:00Z
KL-29202,zoe.garcia33@gmail.com,Unsubscribed,New Arrivals,2026-04-23T17:06:00Z
KL-16570,sara.lopez7@hotmail.com,Clicked Email,New Arrivals,2026-06-20T03:09:00Z
KL-90700,olivia.novak80@gmail.com,Unsubscribed,Loyalty Perks,2026-07-18T23:24:00Z
KL-56031,chen.lee64@hotmail.com,Clicked Email,New Arrivals,2026-07-23T19:03:00Z
KL-20057,noah.martin59@gmail.com,Clicked Email,Winter Clearance,2026-05-23T04:53:00Z
KL-21606,liam.brown51@gmail.com,Opened Email,Loyalty Perks,2026-07-15T21:08:00Z
KL-97908,raj.costa32@hotmail.com,Clicked Email,New Arrivals,2026-01-26T02:55:00Z
KL-54861,ethan.tanaka82@yahoo.com,Clicked Email,Loyalty Perks,2026-02-09T04:57:00Z
KL-56010,aiko.anand7@example.com,Opened Email,Winter Clearance,2026-02-17T07:15:00Z
KL-80902,mia.lopez96@gmail.com,Opened Email,New Arrivals,2026-01-21T21:35:00Z
KL-78537,david.lee61@outlook.com,Opened Email,Winter Clearance,2026-07-06T18:13:00Z
KL-57537,aiko.anand88@example.com,Opened Email,New Arrivals,2026-02-05T03:02:00Z
KL-66636,olivia.gonzalez55@outlook.com,Opened Email,Summer Sale,2026-02-08T05:56:00Z
KL-70424,james.gonzalez1@yahoo.com,Opened Email,Summer Sale,2026-06-17T12:29:00Z
KL-75649,lucas.lee28@hotmail.com,Clicked Email,Summer Sale,2026-01-01T16:53:00Z
